Numéro de sinistre;Numéro du lot sinistré;Identifiant_lot;Branche;Garantie;Num police;Etat sinistre;Année de survenance;Montant Règlements totaux;Montant Règlements en principal;Montant Règlements en frais;Montant Provision ;Montant Recours;Charge nette;Montant du loyer sinistré;Date d'extraction
G11-556962L;167900037;167900037/2011;Compensée;LI;AXEL-10-000760;TER;2011; 6 243    ; 2 949    ; 3 294    ; -      ;-3 504    ; 2 739    ;1 480;28/02/2018
G11-556964L;243310024;243310024/2011;Compensée;LI;AXEL-10-000144;TER;2011; 1 337    ; 1 134    ; 203    ; -      ; -      ; 1 337    ;500;28/02/2018
G11-556971L;74080048;74080048/2011;Compensée;LI;AXEL-10-000516;TER;2011; 1 483    ; 1 101    ; 383    ; -      ; -      ; 1 483    ;482;28/02/2018
G11-556978L;226480006;226480006/2011;Compensée;LI;AXEL-10-000506;NG;2011; -      ; -      ; -      ; -      ; -      ; -      ;470;28/02/2018
G11-556983L;239600102;239600102/2011;Compensée;LI;AXEL-10-000707;TER;2011; 15 884    ; 10 838    ; 5 047    ; -      ; -      ; 15 884    ;421;28/02/2018
G11-556992L;21590121;21590121/2011;Compensée;LI;AXEL-10-000123;TER;2011; 827    ; 800    ; 27    ; -      ;-827    ; -      ;507;28/02/2018
G11-557001L;21590279;21590279/2011;Compensée;LI;AXEL-10-000123;TER;2011; 6 913    ; 3 823    ; 3 090    ; -      ; -      ; 6 913    ;355;28/02/2018
G11-557003L;289490077;289490077/2011;Compensée;LI;AXEL-10-000620;TER;2011; 23 111    ; 17 010    ; 6 101    ; -      ;-1 062    ; 22 049    ;0;28/02/2018
G11-557004L;299470079;299470079/2011;Compensée;LI;AXEL-10-000578;TER;2011; 1 242    ; 1 242    ; -      ; -      ; -      ; 1 242    ;460;28/02/2018
G11-557006L;227140031;227140031/2011;Compensée;LI;AXEL-10-000613;TER;2011; 97    ; -      ; 97    ; -      ; -      ; 97    ;568;28/02/2018
G11-557020L;174510009;174510009/2011;Compensée;LI;AXEL-10-000314;NG;2011; -      ; -      ; -      ; -      ; -      ; -      ;550;28/02/2018
G11-557023L;257490012;257490012/2011;Compensée;LI;AXEL-10-000532;TER;2011; 117    ; 117    ; -      ; -      ; -      ; 117    ;550;28/02/2018
G11-557025L;280740009;280740009/2011;Compensée;LI;AXEL-10-000133;NG;2011; -      ; -      ; -      ; -      ; -      ; -      ;850;28/02/2018
G11-557031L;157800015;157800015/2011;Compensée;LI;AXEL-10-001013;TER;2011; 15 474    ; 9 459    ; 6 014    ; -      ;-332    ; 15 142    ;615;28/02/2018
G11-557034L;186470022;186470022/2011;Compensée;LI;AXEL-10-000267;TER;2011; 2 697    ; 2 392    ; 305    ; -      ;-2 152    ; 485    ;335;28/02/2018
G11-557050L;235570008;235570008/2011;Compensée;LI;AXEL-10-000247;TER;2011; 4 040    ; 2 259    ; 1 781    ; -      ;-2 272    ; 1 769    ;0;28/02/2018
G11-557061L;21590312;21590312/2011;Compensée;LI;AXEL-10-000123;TER;2011; 12 249    ; 7 727    ; 4 522    ; -      ;-7 298    ; 4 951    ;594;28/02/2018
G11-557070L;213020057;213020057/2011;Compensée;LI;AXEL-10-001142;TER;2011; 718    ; 718    ; -      ; -      ; -      ; 718    ;410;28/02/2018
G11-557094L;403730019;403730019/2011;Compensée;LI;AXEL-10-001174;EC;2011; 61 142    ; 55 145    ; 5 997    ; 3 210    ;-5 544    ; 58 808    ;1 297;28/02/2018
G11-557142L;296780004;296780004/2011;Compensée;LI;AXEL-10-000524;SS;2011; -      ; -      ; -      ; -      ; -      ; -      ;460;28/02/2018
G11-557147L;128720071;128720071/2011;Compensée;LI;AXEL-10-000337;TER;2011; 1 020    ; 1 020    ; -      ; -      ; -      ; 1 020    ;340;28/02/2018
G11-557150L;227140019;227140019/2011;Compensée;LI;AXEL-10-000613;SS;2011; -      ; -      ; -      ; -      ; -      ; -      ;556;28/02/2018
G11-557156L;273310021;273310021/2011;Compensée;LI;AXEL-10-000036;TER;2011; 28 306    ; 21 093    ; 7 212    ; -      ;-1 258    ; 27 048    ;0;28/02/2018
G11-557158L;205720102;205720102/2011;Compensée;LI;AXEL-10-000038;SS;2011; -      ; -      ; -      ; -      ; -      ; -      ;676;28/02/2018
G11-557162L;273310019;273310019/2011;Compensée;LI;AXEL-10-000036;TER;2011; 1 410    ; 1 410    ; -      ; -      ;-1 410    ; -      ;690;28/02/2018
G11-557163L;230790010;230790010/2011;Compensée;LI;AXEL-10-000082;TER;2011; 8 225    ; 5 536    ; 2 690    ; -      ; -      ; 8 225    ;350;28/02/2018
G11-557166L;209940059;209940059/2011;Compensée;LI;AXEL-10-000675;SS;2011; -      ; -      ; -      ; -      ; -      ; -      ;900;28/02/2018
G11-557168L;209940239;209940239/2011;Compensée;LI;AXEL-10-000675;TER;2011; 1 474    ; 1 204    ; 270    ; -      ;-1 204    ; 270    ;825;28/02/2018
G11-557169L;209940044;209940044/2011;Compensée;LI;AXEL-10-000675;TER;2011; 257    ; -      ; 257    ; -      ; -      ; 257    ;770;28/02/2018
G11-557171L;214080027;214080027/2011;Compensée;LI;AXEL-10-000606;NG;2011; -      ; -      ; -      ; -      ; -      ; -      ;485;28/02/2018
G11-557182L;64210017;64210017/2011;Compensée;LI;AXEL-10-000261;SS;2011; -      ; -      ; -      ; -      ; -      ; -      ;769;28/02/2018
G11-557205L;227000020;227000020/2011;Compensée;LI;AXEL-10-000121;TER;2011; 7 211    ; 4 276    ; 2 935    ; -      ;-2 939    ; 4 272    ;547;28/02/2018
G11-557218L;270040003;270040003/2011;Compensée;LI;AXEL-10-000746;SS;2011; -      ; -      ; -      ; -      ; -      ; -      ;745;28/02/2018
G11-557219L;21590194;21590194/2011;Compensée;LI;AXEL-10-000123;TER;2011; 767    ; 767    ; -      ; -      ;-432    ; 335    ;450;28/02/2018
G11-557223L;270040005;270040005/2011;Compensée;LI;AXEL-10-000746;TER;2011; 19 591    ; 13 070    ; 6 521    ; -      ;-19 499    ; 93    ;491;28/02/2018
G11-557224L;269790020;269790020/2011;Compensée;LI;AXEL-10-000367;NG;2011; -      ; -      ; -      ; -      ; -      ; -      ;690;28/02/2018
G11-557235L;147990003;147990003/2011;Compensée;LI;AXEL-10-000764;TER;2011; 4 673    ; 3 712    ; 961    ; -      ;-3 377    ; 1 208    ;536;28/02/2018
G11-557259L;168300024;168300024/2011;Compensée;LI;AXEL-10-000939;TER;2011; 5 677    ; 2 709    ; 2 968    ; -      ;-1 298    ; 4 379    ;524;28/02/2018
G11-557273L;162610005;162610005/2011;Compensée;LI;AXEL-10-000715;TER;2011; 7 549    ; 4 329    ; 3 220    ; -      ; -      ; 7 549    ;674;28/02/2018
G11-557275L;169210001;169210001/2011;Compensée;LI;AXEL-10-000221;TER;2011; 19 139    ; 13 624    ; 5 515    ; -      ; -      ; 19 139    ;762;28/02/2018
G11-557276L;168300018;168300018/2011;Compensée;LI;AXEL-10-000939;TER;2011; 1 006    ; 802    ; 203    ; -      ; -      ; 1 006    ;460;28/02/2018
G11-557300L;205940200;205940200/2011;Compensée;LI;AXEL-10-000599;TER;2011; 2 402    ; 2 402    ; -      ; -      ;-2 430    ;-28    ;500;28/02/2018
G11-557315L;164100004;164100004/2011;Compensée;LI;AXEL-10-001159;SS;2011; -      ; -      ; -      ; -      ; -      ; -      ;1 207;28/02/2018
G11-557339L;214080027;214080027/2011;Compensée;LI;AXEL-10-000606;TER;2011; 14 364    ; 9 611    ; 4 753    ; -      ; -      ; 14 364    ;493;28/02/2018
G11-557342L;285630054;285630054/2011;Compensée;LI;AXEL-10-000096;NG;2011; -      ; -      ; -      ; -      ; -      ; -      ;957;28/02/2018
G11-557346L;204580043;204580043/2011;Compensée;LI;AXEL-10-000009;TER;2011; 9 256    ; 5 011    ; 4 246    ; -      ;-745    ; 8 511    ;638;28/02/2018
G11-557349L;285570022;285570022/2011;Compensée;LI;AXEL-10-000205;TER;2011; 16 120    ; 10 774    ; 5 346    ; -      ;-310    ; 15 810    ;420;28/02/2018
G11-557350L;88780025;88780025/2011;Compensée;LI;AXEL-10-000385;TER;2011; 12 711    ; 9 291    ; 3 421    ; -      ;-800    ; 11 911    ;717;28/02/2018
G11-557354L;415570006;415570006/2011;Compensée;LI;AXEL-10-000685;TER;2011; 1 448    ; 1 448    ; -      ; -      ;-1 118    ; 330    ;560;28/02/2018
G11-557363L;219880043;219880043/2011;Compensée;LI;AXEL-10-001123;TER;2011; 6 688    ; 3 084    ; 3 603    ; -      ; -      ; 6 688    ;391;28/02/2018
G11-557364L;205940545;205940545/2011;Compensée;LI;AXEL-10-000599;TER;2011; 3 970    ; 2 207    ; 1 763    ; -      ; -      ; 3 970    ;455;28/02/2018
G11-557389L;270940064;270940064/2011;Compensée;LI;AXEL-10-000024;SS;2011; -      ; -      ; -      ; -      ; -      ; -      ;390;28/02/2018
G11-557391L;212000012;212000012/2011;Compensée;LI;AXEL-10-000398;TER;2011; 23 674    ; 20 176    ; 3 498    ; -      ;-10 684    ; 12 989    ;711;28/02/2018
G11-557401L;67650013;67650013/2011;Compensée;LI;AXEL-10-000723;SS;2011; -      ; -      ; -      ; -      ; -      ; -      ;540;28/02/2018
G11-557402L;410020006;410020006/2011;Compensée;LI;AXEL-10-000333;SS;2011; -      ; -      ; -      ; -      ; -      ; -      ;1 216;28/02/2018
G11-557403L;239600062;239600062/2011;Compensée;LI;AXEL-10-000707;TER;2011; 505    ; 505    ; -      ; -      ; -      ; 505    ;730;28/02/2018
G11-557413L;227140037;227140037/2011;Compensée;LI;AXEL-10-000613;TER;2011; 961    ; 961    ; -      ; -      ;-961    ; -      ;787;28/02/2018
G11-557429L;146290028;146290028/2011;Compensée;LI;AXEL-10-000118;SS;2011; -      ; -      ; -      ; -      ; -      ; -      ;1 900;28/02/2018
G11-557432L;128720095;128720095/2011;Compensée;LI;AXEL-10-000337;SS;2011; -      ; -      ; -      ; -      ; -      ; -      ;420;28/02/2018
G11-557433L;21590451;21590451/2011;Compensée;LI;AXEL-10-000123;TER;2011; 13 935    ; 9 728    ; 4 208    ; -      ; -      ; 13 935    ;508;28/02/2018
G11-557434L;146990086;146990086/2011;Compensée;LI;AXEL-10-000012;SS;2011; -      ; -      ; -      ; -      ; -      ; -      ;484;28/02/2018
G11-557437L;21590213;21590213/2011;Compensée;LI;AXEL-10-000123;TER;2011; 2 635    ; 2 357    ; 278    ; -      ;-226    ; 2 409    ;465;28/02/2018
G11-557440L;21590478;21590478/2011;Compensée;LI;AXEL-10-000123;TER;2011; 806    ; 603    ; 203    ; -      ; -      ; 806    ;508;28/02/2018
G11-557453L;286280045;286280045/2011;Compensée;LI;AXEL-11-001209;TER;2011; 18 825    ; 12 604    ; 6 221    ; -      ;-807    ; 18 018    ;0;28/02/2018
G11-557462L;21590258;21590258/2011;Compensée;LI;AXEL-10-000123;TER;2011; 1 758    ; 1 351    ; 407    ; -      ; -      ; 1 758    ;480;28/02/2018
G11-557466L;241830051;241830051/2011;Compensée;LI;AXEL-10-000748;SS;2011; -      ; -      ; -      ; -      ; -      ; -      ;420;28/02/2018
G11-557469L;285630086;285630086/2011;Compensée;LI;AXEL-10-000096;TER;2011; 7 554    ; 6 575    ; 979    ; -      ;-7 410    ; 144    ;1 000;28/02/2018
G11-557476L;21590466;21590466/2011;Compensée;LI;AXEL-10-000123;TER;2011; 840    ; 840    ; -      ; -      ;-840    ; -      ;430;28/02/2018
G11-557478L;27910018;27910018/2011;Compensée;LI;AXEL-10-000389;NG;2011; -      ; -      ; -      ; -      ; -      ; -      ;673;28/02/2018
G11-557479L;1002020156;1002020156/2011;Compensée;LI;AXEL-10-000949;TER;2011; 785    ; 785    ; -      ; -      ; -      ; 785    ;0;28/02/2018
G11-557489L;277250075;277250075/2011;Compensée;LI;AXEL-10-000469;NG;2011; -      ; -      ; -      ; -      ; -      ; -      ;741;28/02/2018
G11-557496L;407740011;407740011/2011;Compensée;LI;AXEL-10-000568;NG;2011; -      ; -      ; -      ; -      ; -      ; -      ;760;28/02/2018
G11-557519L;299470035;299470035/2011;Compensée;LI;AXEL-10-000578;SS;2011; -      ; -      ; -      ; -      ; -      ; -      ;550;28/02/2018
G11-557521L;61770077;61770077/2011;Compensée;LI;AXEL-10-000871;TER;2011; 8 527    ; 4 569    ; 3 958    ; -      ; -      ; 8 527    ;314;28/02/2018
G11-557524L;232530009;232530009/2011;Compensée;LI;AXEL-10-000719;NG;2011; -      ; -      ; -      ; -      ; -      ; -      ;680;28/02/2018
G11-557526L;214080045;214080045/2011;Compensée;LI;AXEL-10-000606;TER;2011; 9 792    ; 7 947    ; 1 845    ; -      ;-8 117    ; 1 674    ;688;28/02/2018
G11-557567L;242630001;242630001/2011;Compensée;LI;AXEL-10-000318;NG;2011; -      ; -      ; -      ; -      ; -      ; -      ;480;28/02/2018
G11-557572L;235410247;235410247/2011;Compensée;LI;AXEL-10-000899;NG;2011; -      ; -      ; -      ; -      ; -      ; -      ;460;28/02/2018
G11-557573L;422180028;422180028/2011;Compensée;LI;AXEL-10-000473;TER;2011; 906    ; 906    ; -      ; -      ; -      ; 906    ;560;28/02/2018
G11-557574L;214080024;214080024/2011;Compensée;LI;AXEL-10-000606;TER;2011; 5 129    ; 3 604    ; 1 525    ; -      ;-3 104    ; 2 025    ;580;28/02/2018
G11-557575L;242630091;242630091/2011;Compensée;LI;AXEL-10-000318;TER;2011; 3 411    ; 1 598    ; 1 813    ; -      ;-1 738    ; 1 673    ;700;28/02/2018
G11-557602L;230790044;230790044/2011;Compensée;LI;AXEL-10-000082;TER;2011; 6 408    ; 3 017    ; 3 392    ; -      ; -      ; 6 408    ;280;28/02/2018
G11-557608L;205720003;205720003/2011;Compensée;LI;AXEL-10-000038;TER;2011; 893    ; 747    ; 146    ; -      ;-747    ; 146    ;806;28/02/2018
G11-557614L;406390099;406390099/2011;Compensée;LI;AXEL-10-000434;SS;2011; -      ; -      ; -      ; -      ; -      ; -      ;770;28/02/2018
G11-557624L;227000054;227000054/2011;Compensée;LI;AXEL-10-000121;TER;2011; 6 368    ; 3 663    ; 2 706    ; -      ;-2 110    ; 4 258    ;450;28/02/2018
G11-557625L;229210155;229210155/2011;Compensée;LI;AXEL-10-000649;TER;2011; 5 359    ; 3 015    ; 2 345    ; -      ;-1 380    ; 3 979    ;0;28/02/2018
G11-557630L;227000396;227000396/2011;Compensée;LI;AXEL-10-000121;TER;2011; 327    ; 327    ; -      ; -      ; -      ; 327    ;469;28/02/2018
G11-557642L;176630008;176630008/2011;Compensée;LI;AXEL-10-001134;TER;2011; 13 168    ; 8 499    ; 4 670    ; -      ;-3 675    ; 9 494    ;544;28/02/2018
G11-557647L;16600011;16600011/2011;Compensée;LI;AXEL-10-000407;TER;2011; 14 433    ; 8 496    ; 5 937    ; -      ;-23    ; 14 411    ;415;28/02/2018
G11-557664L;164600088;164600088/2011;Compensée;LI;AXEL-10-000259;NG;2011; -      ; -      ; -      ; -      ; -      ; -      ;550;28/02/2018
G11-557682L;20010114;20010114/2011;Compensée;LI;AXEL-10-000859;TER;2011; 549    ; 549    ; -      ; -      ; -      ; 549    ;659;28/02/2018
G11-557688L;168040004;168040004/2011;Compensée;LI;AXEL-10-000108;SS;2011; -      ; -      ; -      ; -      ; -      ; -      ;508;28/02/2018
G11-557691L;168040052;168040052/2011;Compensée;LI;AXEL-10-000108;TER;2011; 7 006    ; 5 379    ; 1 627    ; -      ; -      ; 7 006    ;700;28/02/2018
G11-557694L;21590311;21590311/2011;Compensée;LI;AXEL-10-000123;TER;2011; 13 947    ; 7 557    ; 6 390    ; -      ;-2 781    ; 11 166    ;649;28/02/2018
G11-557738L;402350014;402350014/2011;Compensée;LI;AXEL-10-000554;TER;2011; 10 791    ; 7 460    ; 3 331    ; -      ;-1 372    ; 9 419    ;496;28/02/2018
G11-557746L;167900076;167900076/2011;Compensée;LI;AXEL-10-000760;TER;2011; 16 036    ; 11 948    ; 4 088    ; -      ;-1 860    ; 14 176    ;571;28/02/2018
G11-557748L;219880037;219880037/2011;Compensée;LI;AXEL-10-001123;TER;2011; 6 098    ; 3 743    ; 2 355    ; -      ; -      ; 6 098    ;640;28/02/2018
G11-557772L;294190016;294190016/2011;Compensée;LI;AXEL-10-000659;TER;2011; 2 565    ; 2 400    ; 165    ; -      ;-2 400    ; 165    ;800;28/02/2018
G11-557774L;227000355;227000355/2011;Compensée;LI;AXEL-10-000121;SS;2011; -      ; -      ; -      ; -      ; -      ; -      ;927;28/02/2018
G11-557782L;250520041;250520041/2011;Compensée;LI;AXEL-10-000177;NG;2011; -      ; -      ; -      ; -      ; -      ; -      ;268;28/02/2018
G11-557800L;299470049;299470049/2011;Compensée;LI;AXEL-10-000578;SS;2011; -      ; -      ; -      ; -      ; -      ; -      ;566;28/02/2018
G11-557803L;232860023;232860023/2011;Compensée;LI;AXEL-10-000103;TER;2011; 640    ; 640    ; -      ; -      ; -      ; 640    ;470;28/02/2018
G11-557811L;232430110;232430110/2011;Compensée;LI;AXEL-10-000534;TER;2011; 269    ; 269    ; -      ; -      ;-269    ; -      ;254;28/02/2018
G11-557815L;62410067;62410067/2011;Compensée;LI;AXEL-10-000039;TER;2011; 2 078    ; 2 078    ; -      ; -      ;-2 078    ; -      ;693;28/02/2018
G11-557838L;289490084;289490084/2011;Compensée;LI;AXEL-10-000620;TER;2011; 6 676    ; 3 946    ; 2 730    ; -      ;-400    ; 6 276    ;824;28/02/2018
G11-557841L;299470021;299470021/2011;Compensée;LI;AXEL-10-000578;TER;2011; 12 178    ; 6 829    ; 5 349    ; -      ;-2 025    ; 10 153    ;441;28/02/2018
G11-557850L;128720101;128720101/2011;Compensée;LI;AXEL-10-000337;TER;2011; 179    ; 179    ; -      ; -      ;-165    ; 15    ;296;28/02/2018
G11-557852L;225880037;225880037/2011;Compensée;LI;AXEL-10-000412;TER;2011; 549    ; 549    ; -      ; -      ;-549    ; -      ;550;28/02/2018
G11-557859L;268500055;268500055/2011;Compensée;LI;AXEL-10-000215;SS;2011; -      ; -      ; -      ; -      ; -      ; -      ;870;28/02/2018
G11-557861L;287740017;287740017/2011;Compensée;LI;AXEL-10-000688;TER;2011; 3 426    ; 1 620    ; 1 806    ; -      ;-1 620    ; 1 806    ;540;28/02/2018
G11-557864L;202070010;202070010/2011;Compensée;LI;AXEL-10-000114;TER;2011; 644    ; 644    ; -      ; -      ; -      ; 644    ;420;28/02/2018
G11-557865L;232430081;232430081/2011;Compensée;LI;AXEL-10-000534;TER;2011; 4 865    ; 3 207    ; 1 659    ; -      ;-3 170    ; 1 695    ;407;28/02/2018
G11-557880L;259130029;259130029/2011;Compensée;LI;AXEL-10-000099;TER;2011; 532    ; 532    ; -      ; -      ;-532    ; -      ;495;28/02/2018
G11-557882L;205720046;205720046/2011;Compensée;LI;AXEL-10-000038;TER;2011; 712    ; 712    ; -      ; -      ;-712    ; -      ;456;28/02/2018
G11-557884L;21590322;21590322/2011;Compensée;LI;AXEL-10-000123;TER;2011; 465    ; 465    ; -      ; -      ;-147    ; 318    ;405;28/02/2018
G11-557885L;251740024;251740024/2011;Compensée;LI;AXEL-10-000250;TER;2011; 24 582    ; 18 501    ; 6 081    ; -      ;-10 850    ; 13 732    ;1 119;28/02/2018
G11-557886L;109570003;109570003/2011;Compensée;LI;AXEL-10-000004;TER;2011; 10 479    ; 7 446    ; 3 033    ; -      ;-1 540    ; 8 939    ;562;28/02/2018
G11-557894L;205940529;205940529/2011;Compensée;LI;AXEL-10-000599;TER;2011; 900    ; 900    ; -      ; -      ;-955    ;-55    ;429;28/02/2018
G11-557902L;227000159;227000159/2010;Compensée;LI;AXEL-10-000121;NG;2010; -      ; -      ; -      ; -      ; -      ; -      ;545;28/02/2018
G11-557904L;227000354;227000354/2011;Compensée;LI;AXEL-10-000121;TER;2011; 277    ; 277    ; -      ; -      ; -      ; 277    ;650;28/02/2018
G11-557926L;250520043;250520043/2011;Compensée;LI;AXEL-10-000177;NG;2011; -      ; -      ; -      ; -      ; -      ; -      ;308;28/02/2018
G11-557943L;209940044;209940044/2011;Compensée;LI;AXEL-10-000675;TER;2011; 5 023    ; 2 724    ; 2 299    ; -      ; -      ; 5 023    ;781;28/02/2018
G11-557947L;143180017;143180017/2011;Compensée;LI;AXEL-10-000350;NG;2011; -      ; -      ; -      ; -      ; -      ; -      ;680;28/02/2018
G11-557949L;143180047;143180047/2011;Compensée;LI;AXEL-10-000350;TER;2011; 24 029    ; 17 519    ; 6 510    ; -      ; -      ; 24 029    ;850;28/02/2018
G11-557953L;248360011;248360011/2011;Compensée;LI;AXEL-10-001096;SS;2011; -      ; -      ; -      ; -      ; -      ; -      ;705;28/02/2018
G11-557959L;286280048;286280048/2011;Compensée;LI;AXEL-11-001209;TER;2011; 13 453    ; 9 342    ; 4 111    ; -      ;-3 714    ; 9 739    ;599;28/02/2018
G11-557961L;247590114;247590114/2011;Compensée;LI;AXEL-10-000122;NG;2011; -      ; -      ; -      ; -      ; -      ; -      ;685;28/02/2018
G11-557962L;247590253;247590253/2011;Compensée;LI;AXEL-10-000122;NG;2011; -      ; -      ; -      ; -      ; -      ; -      ;720;28/02/2018
G11-557965L;229210018;229210018/2011;Compensée;LI;AXEL-10-000649;TER;2011; 4 065    ; 2 166    ; 1 899    ; -      ;-2 898    ; 1 166    ;609;28/02/2018
G11-557980L;36040049;36040049/2011;Compensée;LI;AXEL-10-000484;TER;2011; 1 212    ; 996    ; 216    ; -      ; -      ; 1 212    ;660;28/02/2018
G11-557989L;277250018;277250018/2010;Compensée;LI;AXEL-10-000469;NG;2010; -      ; -      ; -      ; -      ; -      ; -      ;540;28/02/2018
G11-557990L;190040099;190040099/2011;Compensée;LI;AXEL-10-000626;TER;2011; 148    ; 148    ; -      ; -      ; -      ; 148    ;398;28/02/2018
G11-557998L;151760027;151760027/2011;Compensée;LI;AXEL-10-000422;TER;2011; 15 071    ; 11 201    ; 3 870    ; -      ;-12 357    ; 2 715    ;798;28/02/2018
